Comment,Hate,clean_comment,Tokens,Length
Ha ha abhi kisko dekh rhe Ho Sanatan rashtra ke shudra ji ..tumhari Drama baji ka samaye poora Ho gya..ye 200 varsh purani kathaye sunakar vartman me Dalito ki Hatyaye aor rape krne ka logic dekar tumko shram nhi aati.,yes,ha ha abhi kisko dekh rhe ho sanatan rashtra ke shudra ji tumhari drama baji ka samaye poora ho gyaye varsh purani kathaye sunakar vartman dalito ki hatyaye aor rape krne ka logic dekar tumko shram nhi aati,"['ha', 'ha', 'abhi', 'kisko', 'dekh', 'rhe', 'ho', 'sanatan', 'rashtra', 'ke', 'shudra', 'ji', 'tumhari', 'drama', 'baji', 'ka', 'samaye', 'poora', 'ho', 'gyaye', 'varsh', 'purani', 'kathaye', 'sunakar', 'vartman', 'dalito', 'ki', 'hatyaye', 'aor', 'rape', 'krne', 'ka', 'logic', 'dekar', 'tumko', 'shram', 'nhi', 'aati']",38
Arshi ki wajah se mere papa ko Kyu hate kar re ho?,no,arshi ki wajah se mere papa ko kyu hate kar ho,"['arshi', 'ki', 'wajah', 'se', 'mere', 'papa', 'ko', 'kyu', 'hate', 'kar', 'ho']",11
Vikash Ke pas jo be gaya usne shilpa Ke buraye keya I hate vikash arshi,yes,vikash ke pas jo gaya usne shilpa ke buraye keya hate vikash arshi,"['vikash', 'ke', 'pas', 'jo', 'gaya', 'usne', 'shilpa', 'ke', 'buraye', 'keya', 'hate', 'vikash', 'arshi']",13
Twitter pay kisy ko hate nae karta aur bahir kisy k lia dil ma bugaz nae rakhta,no,twitter pay kisy ko hate nae karta aur bahir kisy k lia dil bugaz nae rakhta,"['twitter', 'pay', 'kisy', 'ko', 'hate', 'nae', 'karta', 'aur', 'bahir', 'kisy', 'k', 'lia', 'dil', 'bugaz', 'nae', 'rakhta']",16
hina kal insta pe aa jayegi. waha tum log minority bhi nhi ho. saare hina fans ki power shilpa k peeche lg jayegi ye bhi dhyan rkhna. ab tk shilpa ka twitter saaf pda hua h. hate messages se bhar denge kal aao jara,yes,hina kal insta pe aa jayegi waha tum log minority bhi nhi ho saare hina fans ki power shilpa k peeche lg jayegi ye bhi dhyan rkhna ab tk shilpa ka twitter saaf pda hua h hate messages se bhar denge kal aao jara,"['hina', 'kal', 'insta', 'pe', 'aa', 'jayegi', 'waha', 'tum', 'log', 'minority', 'bhi', 'nhi', 'ho', 'saare', 'hina', 'fans', 'ki', 'power', 'shilpa', 'k', 'peeche', 'lg', 'jayegi', 'ye', 'bhi', 'dhyan', 'rkhna', 'ab', 'tk', 'shilpa', 'ka', 'twitter', 'saaf', 'pda', 'hua', 'h', 'hate', 'messages', 'se', 'bhar', 'denge', 'kal', 'aao', 'jara']",44
Pic kuch nahi bol rahi h yeh hamare thought bol rahe h...ki hum islam religion se hate karate h,yes,pic kuch nahi bol rahi h yeh hamare thought bol rahe hki hum islam religion se hate karate h,"['pic', 'kuch', 'nahi', 'bol', 'rahi', 'h', 'yeh', 'hamare', 'thought', 'bol', 'rahe', 'hki', 'hum', 'islam', 'religion', 'se', 'hate', 'karate', 'h']",19
Milne kaha aana hoga. Paise nhi hai. Aur emotionly pareshan hun. Ya to aap aajao. Yaha mumbai me shelter ka aur rape victims ke liye do project karo. Nirali korodia animal welfare sambhalegi aur mujhe rape victims ke liye project chahiye.,no,milne kaha aana hoga paise nhi hai aur emotionly pareshan hun ya aap aajao yaha mumbai shelter ka aur rape victims ke liye project karo nirali korodia animal welfare sambhalegi aur mujhe rape victims ke liye project chahiye,"['milne', 'kaha', 'aana', 'hoga', 'paise', 'nhi', 'hai', 'aur', 'emotionly', 'pareshan', 'hun', 'ya', 'aap', 'aajao', 'yaha', 'mumbai', 'shelter', 'ka', 'aur', 'rape', 'victims', 'ke', 'liye', 'project', 'karo', 'nirali', 'korodia', 'animal', 'welfare', 'sambhalegi', 'aur', 'mujhe', 'rape', 'victims', 'ke', 'liye', 'project', 'chahiye']",38
pata nhi sach kya hai. rape accused. https://twitter.com/ANI/status/955512430255267841 …,no,pata nhi sach kya hai rape accused …,"['pata', 'nhi', 'sach', 'kya', 'hai', 'rape', 'accused', '…']",8
Bate hate kyo janab reason to sab samne aate hai na dekho apni jankari achi rakho or agar hai to usko use karo barbad mat karo,no,bate hate kyo janab reason sab samne aate hai na dekho apni jankari achi rakho agar hai usko use karo barbad mat karo,"['bate', 'hate', 'kyo', 'janab', 'reason', 'sab', 'samne', 'aate', 'hai', 'na', 'dekho', 'apni', 'jankari', 'achi', 'rakho', 'agar', 'hai', 'usko', 'use', 'karo', 'barbad', 'mat', 'karo']",23
Or Pakistan ki Baat kaar lo... majority aap logo ki hai Baacho ka rape kark Acid main dala jata hai...means Asi asi harqate ki Isnhan ki Ruh kaap jaye,yes,pakistan ki baat kaar lo majority aap logo ki hai baacho ka rape kark acid main dala jata haimeans asi asi harqate ki isnhan ki ruh kaap jaye,"['pakistan', 'ki', 'baat', 'kaar', 'lo', 'majority', 'aap', 'logo', 'ki', 'hai', 'baacho', 'ka', 'rape', 'kark', 'acid', 'main', 'dala', 'jata', 'haimeans', 'asi', 'asi', 'harqate', 'ki', 'isnhan', 'ki', 'ruh', 'kaap', 'jaye']",28
Agar koi bhi insan India ke andar rape krta hai to usko marr diya jaye or char raste pr usko tanga diya jaye. tab jake crime khtm hoga yeh 14saal or 7saal ki saja suna kr nhi @narendramodi @RajatSharmaLive @DrRutvij @vijayrupanibjp,yes,agar koi bhi insan india ke andar rape krta hai usko marr diya jaye char raste pr usko tanga diya jaye tab jake crime khtm hoga yeh saal saal ki saja suna kr nhi USER,"['agar', 'koi', 'bhi', 'insan', 'india', 'ke', 'andar', 'rape', 'krta', 'hai', 'usko', 'marr', 'diya', 'jaye', 'char', 'raste', 'pr', 'usko', 'tanga', 'diya', 'jaye', 'tab', 'jake', 'crime', 'khtm', 'hoga', 'yeh', 'saal', 'saal', 'ki', 'saja', 'suna', 'kr', 'nhi', 'USER']",35
Is song Mein Jo word Bole Hai Aapne who is duniya Ko except karna padega Kyunki Yeh Sach baat hai paaji aap rape nahi Mathe aap hum logo ko inspiration death Ho paaji main Aap Jaisa Insaan Aaj Tak Nahi Dekha Kahin Nice paji l love you,no,song mein jo word bole hai aapne duniya ko except karna padega kyunki yeh sach baat hai paaji aap rape nahi mathe aap hum logo ko inspiration death ho paaji main aap jaisa insaan aaj tak nahi dekha kahin nice paji l love,"['song', 'mein', 'jo', 'word', 'bole', 'hai', 'aapne', 'duniya', 'ko', 'except', 'karna', 'padega', 'kyunki', 'yeh', 'sach', 'baat', 'hai', 'paaji', 'aap', 'rape', 'nahi', 'mathe', 'aap', 'hum', 'logo', 'ko', 'inspiration', 'death', 'ho', 'paaji', 'main', 'aap', 'jaisa', 'insaan', 'aaj', 'tak', 'nahi', 'dekha', 'kahin', 'nice', 'paji', 'l', 'love']",43
Logon ne tujh jaise gawaron ko Minister film pe review ke liye nhi banaya. Ram Rahim ke talve chat liye. Ab pratidin ho rhe rape pe soch le.,no,logon ne tujh jaise gawaron ko minister film pe review ke liye nhi banaya ram rahim ke talve chat liye ab pratidin ho rhe rape pe soch le,"['logon', 'ne', 'tujh', 'jaise', 'gawaron', 'ko', 'minister', 'film', 'pe', 'review', 'ke', 'liye', 'nhi', 'banaya', 'ram', 'rahim', 'ke', 'talve', 'chat', 'liye', 'ab', 'pratidin', 'ho', 'rhe', 'rape', 'pe', 'soch', 'le']",28
Kisi ladki k sath ye sab kar k aap kya dikhana chahate ho. Apni abringing,yes,kisi ladki k sath ye sab kar k aap kya dikhana chahate ho apni abringing,"['kisi', 'ladki', 'k', 'sath', 'ye', 'sab', 'kar', 'k', 'aap', 'kya', 'dikhana', 'chahate', 'ho', 'apni', 'abringing']",15
Agar Hindu hit ki bat karte ho to aise aise babao par karrwayi Karo Jo chhoti bachhiyo se rape karte ha,no,agar hindu hit ki bat karte ho aise aise babao par karrwayi karo jo chhoti bachhiyo se rape karte ha,"['agar', 'hindu', 'hit', 'ki', 'bat', 'karte', 'ho', 'aise', 'aise', 'babao', 'par', 'karrwayi', 'karo', 'jo', 'chhoti', 'bachhiyo', 'se', 'rape', 'karte', 'ha']",20
iska rape to dekhna hai,no,iska rape dekhna hai,"['iska', 'rape', 'dekhna', 'hai']",4
Kapil mishra tumhari party ki aukat dikha chuke.....kumar vishwas bhi saap saabit ho chuke h....kejriwal p aarop abhi hate nhi h.....sisodia ji delhi ki arthvyavastha sambhali nhi ja rhe desh mein kapil delhi bhi aata...tum bhi aaj apne aukat apne baat se zahir kar diye..anti pm https://twitter.com/msisodia/status/955485455662964739 …,no,kapil mishra tumhari party ki aukat dikha chukekumar vishwas bhi saap saabit ho chuke hkejriwal p aarop abhi hate nhi hsisodia ji delhi ki arthvyavastha sambhali nhi ja rhe desh mein kapil delhi bhi aatatum bhi aaj apne aukat apne baat se zahir kar diyeanti pm …,"['kapil', 'mishra', 'tumhari', 'party', 'ki', 'aukat', 'dikha', 'chukekumar', 'vishwas', 'bhi', 'saap', 'saabit', 'ho', 'chuke', 'hkejriwal', 'p', 'aarop', 'abhi', 'hate', 'nhi', 'hsisodia', 'ji', 'delhi', 'ki', 'arthvyavastha', 'sambhali', 'nhi', 'ja', 'rhe', 'desh', 'mein', 'kapil', 'delhi', 'bhi', 'aatatum', 'bhi', 'aaj', 'apne', 'aukat', 'apne', 'baat', 'se', 'zahir', 'kar', 'diyeanti', 'pm', '…']",47
"sahi hi toh boli hain, rape ke bina koi aaj netri-abhinetri thodahin banati hain koi...eis mamale me pahale ki sarkare toh nikkami thi hi, aaj ki sarkaren bhi nitthli hi hain...kya hoga eis desh ka..kaun rokega eis jaghnya aparadh ko ?",no,sahi hi toh boli hain rape ke bina koi aaj netriabhinetri thodahin banati hain koieis mamale pahale ki sarkare toh nikkami thi hi aaj ki sarkaren bhi nitthli hi hainkya hoga eis desh kakaun rokega eis jaghnya aparadh ko,"['sahi', 'hi', 'toh', 'boli', 'hain', 'rape', 'ke', 'bina', 'koi', 'aaj', 'netriabhinetri', 'thodahin', 'banati', 'hain', 'koieis', 'mamale', 'pahale', 'ki', 'sarkare', 'toh', 'nikkami', 'thi', 'hi', 'aaj', 'ki', 'sarkaren', 'bhi', 'nitthli', 'hi', 'hainkya', 'hoga', 'eis', 'desh', 'kakaun', 'rokega', 'eis', 'jaghnya', 'aparadh', 'ko']",39
"sai hai , ye kehri ban rape jaise aagey to sarkaar ne choot de Rakhi",no,sai hai ye kehri ban rape jaise aagey sarkaar ne choot de rakhi,"['sai', 'hai', 'ye', 'kehri', 'ban', 'rape', 'jaise', 'aagey', 'sarkaar', 'ne', 'choot', 'de', 'rakhi']",13
I hate those people who play mind games. Bhai jo masla hai moun pe bolo fuzool k mind games khailnay ki aur nakhray karnay ki kia zaroorat hai. Ajeeeeb.,yes,hate people play mind games bhai jo masla hai moun pe bolo fuzool k mind games khailnay ki aur nakhray karnay ki kia zaroorat hai ajeeeeb,"['hate', 'people', 'play', 'mind', 'games', 'bhai', 'jo', 'masla', 'hai', 'moun', 'pe', 'bolo', 'fuzool', 'k', 'mind', 'games', 'khailnay', 'ki', 'aur', 'nakhray', 'karnay', 'ki', 'kia', 'zaroorat', 'hai', 'ajeeeeb']",26
duniya main koi sabse jayda achi kaum hai woh hai Sikh kaum. main tahe dil se sabhi sikh bahi baheno ka shukriya ada kerte hoon ki jab suar ki aulad muslim mughal hindu/sikh behno ka rape ker rahe the tab maharaja Ranjit Singh ne sabki jaan bachayi thi. I am an Indian and loves,no,duniya main koi sabse jayda achi kaum hai woh hai sikh kaum main tahe dil se sabhi sikh bahi baheno ka shukriya ada kerte hoon ki jab suar ki aulad muslim mughal hindusikh behno ka rape ker rahe tab maharaja ranjit singh ne sabki jaan bachayi thi indian loves,"['duniya', 'main', 'koi', 'sabse', 'jayda', 'achi', 'kaum', 'hai', 'woh', 'hai', 'sikh', 'kaum', 'main', 'tahe', 'dil', 'se', 'sabhi', 'sikh', 'bahi', 'baheno', 'ka', 'shukriya', 'ada', 'kerte', 'hoon', 'ki', 'jab', 'suar', 'ki', 'aulad', 'muslim', 'mughal', 'hindusikh', 'behno', 'ka', 'rape', 'ker', 'rahe', 'tab', 'maharaja', 'ranjit', 'singh', 'ne', 'sabki', 'jaan', 'bachayi', 'thi', 'indian', 'loves']",49
Personally ye hai ki ham jis kamre me rahte hain mera room partner jha ji (brahaman) hai aur pichhle 9 saal se saath me rahte hain ek hi bartan me khate hain. #Par aapko rohingya se nafrat kyon hai ?,no,personally ye hai ki ham jis kamre rahte hain mera room partner jha ji brahaman hai aur pichhle saal se saath rahte hain ek hi bartan khate hain par aapko rohingya se nafrat kyon hai,"['personally', 'ye', 'hai', 'ki', 'ham', 'jis', 'kamre', 'rahte', 'hain', 'mera', 'room', 'partner', 'jha', 'ji', 'brahaman', 'hai', 'aur', 'pichhle', 'saal', 'se', 'saath', 'rahte', 'hain', 'ek', 'hi', 'bartan', 'khate', 'hain', 'par', 'aapko', 'rohingya', 'se', 'nafrat', 'kyon', 'hai']",35
Khud to dusro ka dil dukhate h log aur badi badi batein karte hai..but kehte h na nafrat kabhi nai jeetti and mehar  you n your hina lost https://twitter.com/officialmeher/status/955387702446313472 …,yes,khud dusro ka dil dukhate h log aur badi badi batein karte haibut kehte h na nafrat kabhi nai jeetti mehar n hina lost …,"['khud', 'dusro', 'ka', 'dil', 'dukhate', 'h', 'log', 'aur', 'badi', 'badi', 'batein', 'karte', 'haibut', 'kehte', 'h', 'na', 'nafrat', 'kabhi', 'nai', 'jeetti', 'mehar', 'n', 'hina', 'lost', '…']",25
Abe bc rape karna ek dimagi bimari hai...kam se kam ise to rajniti se mat jod...rape karne wala bhi ek aatankvadi se kam nahi hai...dimag hai to us ko beta use bhi kar...,yes,abe bc rape karna ek dimagi bimari haikam se kam ise rajniti se mat jodrape karne wala bhi ek aatankvadi se kam nahi haidimag hai us ko beta use bhi kar,"['abe', 'bc', 'rape', 'karna', 'ek', 'dimagi', 'bimari', 'haikam', 'se', 'kam', 'ise', 'rajniti', 'se', 'mat', 'jodrape', 'karne', 'wala', 'bhi', 'ek', 'aatankvadi', 'se', 'kam', 'nahi', 'haidimag', 'hai', 'us', 'ko', 'beta', 'use', 'bhi', 'kar']",31
Ravish ji itni hate speech kyon modi ke bare m https://twitter.com/SirRavishKumar/status/955454883636719616 …,no,ravish ji itni hate speech kyon modi ke bare …,"['ravish', 'ji', 'itni', 'hate', 'speech', 'kyon', 'modi', 'ke', 'bare', '…']",10
Bhai fir bhi jeet Pandawo Ki hi Hui thi pta hai kyo kyonki Shree Krishan Ji Dharm Ke paksh me khade the puri Mahabharat me sirf aur sirf Surdarshan Chakr Ki dikha tha Maharaj Barbarik Ji KO Jo kalyug me Shyam Ke naam Se Jane hate hai Khatu me unka Mandir hai jai shree Shyam. https://twitter.com/ShyamTi86359681/status/955483082877841408 …,no,bhai fir bhi jeet pandawo ki hi hui thi pta hai kyo kyonki shree krishan ji dharm ke paksh khade puri mahabharat sirf aur sirf surdarshan chakr ki dikha tha maharaj barbarik ji ko jo kalyug shyam ke naam se jane hate hai khatu unka mandir hai jai shree shyam …,"['bhai', 'fir', 'bhi', 'jeet', 'pandawo', 'ki', 'hi', 'hui', 'thi', 'pta', 'hai', 'kyo', 'kyonki', 'shree', 'krishan', 'ji', 'dharm', 'ke', 'paksh', 'khade', 'puri', 'mahabharat', 'sirf', 'aur', 'sirf', 'surdarshan', 'chakr', 'ki', 'dikha', 'tha', 'maharaj', 'barbarik', 'ji', 'ko', 'jo', 'kalyug', 'shyam', 'ke', 'naam', 'se', 'jane', 'hate', 'hai', 'khatu', 'unka', 'mandir', 'hai', 'jai', 'shree', 'shyam', '…']",51
aajkal kuch kutey keh rahay hain buchon ko jinci taaleem de jaey woh beghairat yeh demand karein k zalmon ko sharai sazain de jain arab main kion jinci taleem de jati? kya wahan kids se rape k cases hotey hain ?,no,aajkal kuch kutey keh rahay hain buchon ko jinci taaleem de jaey woh beghairat yeh demand karein k zalmon ko sharai sazain de jain arab main kion jinci taleem de jati kya wahan kids se rape k cases hotey hain,"['aajkal', 'kuch', 'kutey', 'keh', 'rahay', 'hain', 'buchon', 'ko', 'jinci', 'taaleem', 'de', 'jaey', 'woh', 'beghairat', 'yeh', 'demand', 'karein', 'k', 'zalmon', 'ko', 'sharai', 'sazain', 'de', 'jain', 'arab', 'main', 'kion', 'jinci', 'taleem', 'de', 'jati', 'kya', 'wahan', 'kids', 'se', 'rape', 'k', 'cases', 'hotey', 'hain']",40
agar piche hate to bewafa...!!,no,agar piche hate bewafa,"['agar', 'piche', 'hate', 'bewafa']",4
Are beshram m.p sahiba ye baat to sahi he ki kai sallo se rape ho rhe he ye batane ke liye tumhari sarkar nahi bnwayi thi kuch upay nikalo ki rape kuch kam ho ya tumhari sarkar b yahi kahti he ki sallo se chalii aa rhi kuriti me hi jiye aam log,yes,beshram mp sahiba ye baat sahi ki kai sallo se rape ho rhe ye batane ke liye tumhari sarkar nahi bnwayi thi kuch upay nikalo ki rape kuch kam ho ya tumhari sarkar b yahi kahti ki sallo se chalii aa rhi kuriti hi jiye aam log,"['beshram', 'mp', 'sahiba', 'ye', 'baat', 'sahi', 'ki', 'kai', 'sallo', 'se', 'rape', 'ho', 'rhe', 'ye', 'batane', 'ke', 'liye', 'tumhari', 'sarkar', 'nahi', 'bnwayi', 'thi', 'kuch', 'upay', 'nikalo', 'ki', 'rape', 'kuch', 'kam', 'ho', 'ya', 'tumhari', 'sarkar', 'b', 'yahi', 'kahti', 'ki', 'sallo', 'se', 'chalii', 'aa', 'rhi', 'kuriti', 'hi', 'jiye', 'aam', 'log']",47
Are sapna jee jab fulan devi ke sath 2 rat tak gang rape hua aur use nange kuwa se pani magaya gaya...us samay ye sare hathiyar Kya modijee ke sath chay becho rahe the ya pakaude,yes,sapna jee jab fulan devi ke sath rat tak gang rape hua aur use nange kuwa se pani magaya gayaus samay ye sare hathiyar kya modijee ke sath chay becho rahe ya pakaude,"['sapna', 'jee', 'jab', 'fulan', 'devi', 'ke', 'sath', 'rat', 'tak', 'gang', 'rape', 'hua', 'aur', 'use', 'nange', 'kuwa', 'se', 'pani', 'magaya', 'gayaus', 'samay', 'ye', 'sare', 'hathiyar', 'kya', 'modijee', 'ke', 'sath', 'chay', 'becho', 'rahe', 'ya', 'pakaude']",33
Taiji- o bai! Hum chandan k jaise ghis  jaaye par yahan kisi ko koi farak nai padta! Ne vaah! Lekin kya karein bade h na hume toh apna farz nibhana padta hai! Thnkyou abha mam fr making us hate taiji  #100EpisodesOfYUDKBH,yes,taiji bai hum chandan k jaise ghis jaaye par yahan kisi ko koi farak nai padta ne vaah lekin kya karein bade h na hume toh apna farz nibhana padta hai thnkyou abha mam fr making us hate taiji episodesofyudkbh,"['taiji', 'bai', 'hum', 'chandan', 'k', 'jaise', 'ghis', 'jaaye', 'par', 'yahan', 'kisi', 'ko', 'koi', 'farak', 'nai', 'padta', 'ne', 'vaah', 'lekin', 'kya', 'karein', 'bade', 'h', 'na', 'hume', 'toh', 'apna', 'farz', 'nibhana', 'padta', 'hai', 'thnkyou', 'abha', 'mam', 'fr', 'making', 'us', 'hate', 'taiji', 'episodesofyudkbh']",40
Pura Desh mar raha hai koi mahengai se koi Berojgari se koi Note bandi se Koi gabbar singh tax se koi rape se Jawan pak goli se kisan bhukhmari se.Phir bhi Modi ji Mahan vote unko hi millenge .,yes,pura desh mar raha hai koi mahengai se koi berojgari se koi note bandi se koi gabbar singh tax se koi rape se jawan pak goli se kisan bhukhmari sephir bhi modi ji mahan vote unko hi millenge,"['pura', 'desh', 'mar', 'raha', 'hai', 'koi', 'mahengai', 'se', 'koi', 'berojgari', 'se', 'koi', 'note', 'bandi', 'se', 'koi', 'gabbar', 'singh', 'tax', 'se', 'koi', 'rape', 'se', 'jawan', 'pak', 'goli', 'se', 'kisan', 'bhukhmari', 'sephir', 'bhi', 'modi', 'ji', 'mahan', 'vote', 'unko', 'hi', 'millenge']",38
Socha tha @KatrinaKaif_ sath degi par guilt hai isme. Help me help rape victims. https://twitter.com/ANI/status/955472446081056768 …,no,socha tha USER,"['socha', 'tha', 'USER']",3
Mai kangana ke alawa koi celeb ko hate nahi karta,yes,mai kangana ke alawa koi celeb ko hate nahi karta,"['mai', 'kangana', 'ke', 'alawa', 'koi', 'celeb', 'ko', 'hate', 'nahi', 'karta']",10
Itna bada comment rape ke against hi likh dete chutiye,no,itna bada comment rape ke hi likh dete chutiye,"['itna', 'bada', 'comment', 'rape', 'ke', 'hi', 'likh', 'dete', 'chutiye']",9
Jub kis larki ka rape hota hai jaisay aj kal Pakistan main ho raha hai to woh mar jahi hai hain air us ki tadfeen kay bad aziz o aqarab un kay ghar jatay hain aur us kay walid aur qareebi rishtar ko kay sath afsos kartay hain aur kehtay hain #Allah_Ki_Marzi.https://twitter.com/Rabipirzada/status/954272582987145216 …,yes,jub kis larki ka rape hota hai jaisay aj kal pakistan main ho raha hai woh mar jahi hai hain air us ki tadfeen kay bad aziz aqarab un kay ghar jatay hain aur us kay walid aur qareebi rishtar ko kay sath afsos kartay hain aur kehtay hain allahkimarzi …,"['jub', 'kis', 'larki', 'ka', 'rape', 'hota', 'hai', 'jaisay', 'aj', 'kal', 'pakistan', 'main', 'ho', 'raha', 'hai', 'woh', 'mar', 'jahi', 'hai', 'hain', 'air', 'us', 'ki', 'tadfeen', 'kay', 'bad', 'aziz', 'aqarab', 'un', 'kay', 'ghar', 'jatay', 'hain', 'aur', 'us', 'kay', 'walid', 'aur', 'qareebi', 'rishtar', 'ko', 'kay', 'sath', 'afsos', 'kartay', 'hain', 'aur', 'kehtay', 'hain', 'allahkimarzi', '…']",51
Jub kis larki ka rape hota hai jaisay aj kal Pakistan main ho raha hai to woh mar jahi hai hain air us ki tadfeen kay bad aziz o aqarab un kay ghar jatay hain aur us kay walid aur qareebi rishtar ko kay sath afsos kartay hain aur kehtay hain #Allah_Ki_Marzi.https://twitter.com/Fereeha/status/955295090267877376 …,yes,jub kis larki ka rape hota hai jaisay aj kal pakistan main ho raha hai woh mar jahi hai hain air us ki tadfeen kay bad aziz aqarab un kay ghar jatay hain aur us kay walid aur qareebi rishtar ko kay sath afsos kartay hain aur kehtay hain allahkimarzi …,"['jub', 'kis', 'larki', 'ka', 'rape', 'hota', 'hai', 'jaisay', 'aj', 'kal', 'pakistan', 'main', 'ho', 'raha', 'hai', 'woh', 'mar', 'jahi', 'hai', 'hain', 'air', 'us', 'ki', 'tadfeen', 'kay', 'bad', 'aziz', 'aqarab', 'un', 'kay', 'ghar', 'jatay', 'hain', 'aur', 'us', 'kay', 'walid', 'aur', 'qareebi', 'rishtar', 'ko', 'kay', 'sath', 'afsos', 'kartay', 'hain', 'aur', 'kehtay', 'hain', 'allahkimarzi', '…']",51
Pure punjab me is waqt rape case sab se zyada he showbaz sirf metro commisions k peeche laga hua he law and order ka pata hi nai drame baz ko,no,pure punjab waqt rape case sab se zyada showbaz sirf metro commisions k peeche laga hua law order ka pata hi nai drame baz ko,"['pure', 'punjab', 'waqt', 'rape', 'case', 'sab', 'se', 'zyada', 'showbaz', 'sirf', 'metro', 'commisions', 'k', 'peeche', 'laga', 'hua', 'law', 'order', 'ka', 'pata', 'hi', 'nai', 'drame', 'baz', 'ko']",25
Ye sari baate sab samjhte han bas humari sarkar ko samjh nhi aata wo bas Tamasha dekhti han RAPE thodi badi baat Han movie badi baat han aaj Rajputo ne apni ekta dikha di agar aise hi sab ke rape ke khilaf khade ho jaye to ??,yes,ye sari baate sab samjhte han bas humari sarkar ko samjh nhi aata wo bas tamasha dekhti han rape thodi badi baat han movie badi baat han aaj rajputo ne apni ekta dikha di agar aise hi sab ke rape ke khilaf khade ho jaye,"['ye', 'sari', 'baate', 'sab', 'samjhte', 'han', 'bas', 'humari', 'sarkar', 'ko', 'samjh', 'nhi', 'aata', 'wo', 'bas', 'tamasha', 'dekhti', 'han', 'rape', 'thodi', 'badi', 'baat', 'han', 'movie', 'badi', 'baat', 'han', 'aaj', 'rajputo', 'ne', 'apni', 'ekta', 'dikha', 'di', 'agar', 'aise', 'hi', 'sab', 'ke', 'rape', 'ke', 'khilaf', 'khade', 'ho', 'jaye']",45
Tere Ko pyar toh nahi ho gaya usse love hate wala,no,tere ko pyar toh nahi ho gaya usse love hate wala,"['tere', 'ko', 'pyar', 'toh', 'nahi', 'ho', 'gaya', 'usse', 'love', 'hate', 'wala']",11
Hhhhhhhh beta jake gyan le tu pehle sale baramha ne apni beti se balatkar kiya jabhi tum log aaj usi ko follow kar re ho up me saga baap apni sagi beti k sath rape karta raha usi ki marzi se kahe to video dikhao tujhe usne bola k yah hamare dharm ki parampra hai baramha ji ka ads,yes,hhhhhhhh beta jake gyan le tu pehle sale baramha ne apni beti se balatkar kiya jabhi tum log aaj usi ko follow kar ho saga baap apni sagi beti k sath rape karta raha usi ki marzi se kahe video dikhao tujhe usne bola k yah hamare dharm ki parampra hai baramha ji ka ads,"['hhhhhhhh', 'beta', 'jake', 'gyan', 'le', 'tu', 'pehle', 'sale', 'baramha', 'ne', 'apni', 'beti', 'se', 'balatkar', 'kiya', 'jabhi', 'tum', 'log', 'aaj', 'usi', 'ko', 'follow', 'kar', 'ho', 'saga', 'baap', 'apni', 'sagi', 'beti', 'k', 'sath', 'rape', 'karta', 'raha', 'usi', 'ki', 'marzi', 'se', 'kahe', 'video', 'dikhao', 'tujhe', 'usne', 'bola', 'k', 'yah', 'hamare', 'dharm', 'ki', 'parampra', 'hai', 'baramha', 'ji', 'ka', 'ads']",55
Rape kya plastic polythin hai kya boldiya ban to abse rape band kya yaar kon likhta ye sab,no,rape kya plastic polythin hai kya boldiya ban abse rape band kya yaar kon likhta ye sab,"['rape', 'kya', 'plastic', 'polythin', 'hai', 'kya', 'boldiya', 'ban', 'abse', 'rape', 'band', 'kya', 'yaar', 'kon', 'likhta', 'ye', 'sab']",17
tune kya kiya rape victims ke liye,no,tune kya kiya rape victims ke liye,"['tune', 'kya', 'kiya', 'rape', 'victims', 'ke', 'liye']",7
congress hindu terrorism ki baat krti thi khun kholta tha lekin jaat aarkshan aur karni sena  pardarshan k bad india taliban banane ja rha h,yes,congress hindu terrorism ki baat krti thi khun kholta tha lekin jaat aarkshan aur karni sena pardarshan k bad india taliban banane ja rha h,"['congress', 'hindu', 'terrorism', 'ki', 'baat', 'krti', 'thi', 'khun', 'kholta', 'tha', 'lekin', 'jaat', 'aarkshan', 'aur', 'karni', 'sena', 'pardarshan', 'k', 'bad', 'india', 'taliban', 'banane', 'ja', 'rha', 'h']",25
Karni sena k liye ye zyada zaruri hai baki rape doesn't matter  https://twitter.com/Abha_ypsingh/status/955029858995683328 …,yes,karni sena k liye ye zyada zaruri hai baki rape doesnt matter …,"['karni', 'sena', 'k', 'liye', 'ye', 'zyada', 'zaruri', 'hai', 'baki', 'rape', 'doesnt', 'matter', '…']",13
